25216,Phường Thác Mơ,688
25217,Phường Long Thủy,688
25219,Phường Phước Bình,688
25220,Phường Long Phước,688
25237,Phường Sơn Giang,688
25245,Xã Long Giang,688
25249,Xã Phước Tín,688
25195,Phường Tân Phú,689
25198,Phường Tân Đồng,689
25201,Phường Tân Bình,689
25204,Phường Tân Xuân,689
25205,Phường Tân Thiện,689
25207,Xã Tân Thành,689
25210,Phường Tiến Thành,689
25213,Xã Tiến Hưng,689
25320,Phường Hưng Chiến,690
25324,Phường An Lộc,690
25325,Phường Phú Thịnh,690
25326,Phường Phú Đức,690
25333,Xã Thanh Lương,690
25336,Xã Thanh Phú,690
25222,Xã Bù Gia Mập,691
25225,Xã Đak Ơ,691
25228,Xã Đức Hạnh,691
25229,Xã Phú Văn,691
25231,Xã Đa Kia,691
25232,Xã Phước Minh,691
25234,Xã Bình Thắng,691
25267,Xã Phú Nghĩa,691
25270,Thị trấn Lộc Ninh,692
25273,Xã Lộc Hòa,692
25276,Xã Lộc An,692
25279,Xã Lộc Tấn,692
25280,Xã Lộc Thạnh,692
25282,Xã Lộc Hiệp,692
25285,Xã Lộc Thiện,692
25288,Xã Lộc Thuận,692
25291,Xã Lộc Quang,692
25292,Xã Lộc Phú,692
25294,Xã Lộc Thành,692
25297,Xã Lộc Thái,692
25300,Xã Lộc Điền,692
25303,Xã Lộc Hưng,692
25305,Xã Lộc Thịnh,692
25306,Xã Lộc Khánh,692
25308,Thị trấn Thanh Bình,693
25309,Xã Hưng Phước,693
25310,Xã Phước Thiện,693
25312,Xã Thiện Hưng,693
25315,Xã Thanh Hòa,693
25318,Xã Tân Thành,693
25321,Xã Tân Tiến,693
25327,Xã Thanh An,694
25330,Xã An Khương,694
25339,Xã An Phú,694
25342,Xã Tân Lợi,694
25345,Xã Tân Hưng,694
25348,Xã Minh Đức,694
25349,Xã Minh Tâm,694
25351,Xã Phước An,694
25354,Xã Thanh Bình,694
25357,Thị trấn Tân Khai,694
25360,Xã Đồng Nơ,694
25361,Xã Tân Hiệp,694
25438,Xã Tân Quan,694
25363,Thị trấn Tân Phú,695
25366,Xã Thuận Lợi,695
25369,Xã Đồng Tâm,695
25372,Xã Tân Phước,695
25375,Xã Tân Hưng,695
25378,Xã Tân Lợi,695
25381,Xã Tân Lập,695
25384,Xã Tân Hòa,695
