1,Phường Phúc Xá,1
4,Phường Trúc Bạch,1
6,Phường Vĩnh Phúc,1
7,Phường Cống Vị,1
8,Phường Liễu Giai,1
10,Phường Nguyễn Trung Trực,1
13,Phường Quán Thánh,1
16,Phường Ngọc Hà,1
19,Phường Điện Biên,1
22,Phường Đội Cấn,1
25,Phường Ngọc Khánh,1
28,Phường Kim Mã,1
31,Phường Giảng Võ,1
34,Phường Thành Công,1
37,Phường Phúc Tân,2
40,Phường Đồng Xuân,2
43,Phường Hàng Mã,2
46,Phường Hàng Buồm,2
49,Phường Hàng Đào,2
52,Phường Hàng Bồ,2
55,Phường Cửa Đông,2
58,Phường Lý Thái Tổ,2
61,Phường Hàng Bạc,2
64,Phường Hàng Gai,2
67,Phường Chương Dương,2
70,Phường Hàng Trống,2
73,Phường Cửa Nam,2
76,Phường Hàng Bông,2
79,Phường Tràng Tiền,2
82,Phường Trần Hưng Đạo,2
85,Phường Phan Chu Trinh,2
88,Phường Hàng Bài,2
91,Phường Phú Thượng,3
94,Phường Nhật Tân,3
97,Phường Tứ Liên,3
100,Phường Quảng An,3
103,Phường Xuân La,3
106,Phường Yên Phụ,3
109,Phường Bưởi,3
112,Phường Thụy Khuê,3
115,Phường Thượng Thanh,4
118,Phường Ngọc Thụy,4
121,Phường Giang Biên,4
124,Phường Đức Giang,4
127,Phường Việt Hưng,4
130,Phường Gia Thụy,4
133,Phường Ngọc Lâm,4
136,Phường Phúc Lợi,4
139,Phường Bồ Đề,4
142,Phường Sài Đồng,4
145,Phường Long Biên,4
148,Phường Thạch Bàn,4
151,Phường Phúc Đồng,4
154,Phường Cự Khối,4
157,Phường Nghĩa Đô,5
160,Phường Nghĩa Tân,5
163,Phường Mai Dịch,5
166,Phường Dịch Vọng,5
167,Phường Dịch Vọng Hậu,5
169,Phường Quan Hoa,5
172,Phường Yên Hoà,5
175,Phường Trung Hoà,5
178,Phường Cát Linh,6
181,Phường Văn Miếu,6
184,Phường Quốc Tử Giám,6
187,Phường Láng Thượng,6
190,Phường Ô Chợ Dừa,6
193,Phường Văn Chương,6
196,Phường Hàng Bột,6
199,Phường Láng Hạ,6
202,Phường Khâm Thiên,6
205,Phường Thổ Quan,6
208,Phường Nam Đồng,6
211,Phường Trung Phụng,6
214,Phường Quang Trung,6
217,Phường Trung Liệt,6
220,Phường Phương Liên,6
223,Phường Thịnh Quang,6
226,Phường Trung Tự,6
229,Phường Kim Liên,6
232,Phường Phương Mai,6
235,Phường Ngã Tư Sở,6
238,Phường Khương Thượng,6
241,Phường Nguyễn Du,7
244,Phường Bạch Đằng,7
247,Phường Phạm Đình Hổ,7
256,Phường Lê Đại Hành,7
259,Phường Đồng Nhân,7
262,Phường Phố Huế,7
265,Phường Đống Mác,7
268,Phường Thanh Lương,7
271,Phường Thanh Nhàn,7
274,Phường Cầu Dền,7
277,Phường Bách Khoa,7
280,Phường Đồng Tâm,7
283,Phường Vĩnh Tuy,7
286,Phường Bạch Mai,7
289,Phường Quỳnh Mai,7
292,Phường Quỳnh Lôi,7
295,Phường Minh Khai,7
298,Phường Trương Định,7
301,Phường Thanh Trì,8
304,Phường Vĩnh Hưng,8
307,Phường Định Công,8
310,Phường Mai Động,8
313,Phường Tương Mai,8
316,Phường Đại Kim,8
319,Phường Tân Mai,8
322,Phường Hoàng Văn Thụ,8
325,Phường Giáp Bát,8
328,Phường Lĩnh Nam,8
331,Phường Thịnh Liệt,8
334,Phường Trần Phú,8
337,Phường Hoàng Liệt,8
340,Phường Yên Sở,8
343,Phường Nhân Chính,9
346,Phường Thượng Đình,9
349,Phường Khương Trung,9
352,Phường Khương Mai,9
355,Phường Thanh Xuân Trung,9
358,Phường Phương Liệt,9
361,Phường Hạ Đình,9
364,Phường Khương Đình,9
367,Phường Thanh Xuân Bắc,9
370,Phường Thanh Xuân Nam,9
373,Phường Kim Giang,9
376,Thị trấn Sóc Sơn,16
379,Xã Bắc Sơn,16
382,Xã Minh Trí,16
385,Xã Hồng Kỳ,16
388,Xã Nam Sơn,16
391,Xã Trung Giã,16
394,Xã Tân Hưng,16
397,Xã Minh Phú,16
400,Xã Phù Linh,16
403,Xã Bắc Phú,16
406,Xã Tân Minh,16
409,Xã Quang Tiến,16
412,Xã Hiền Ninh,16
415,Xã Tân Dân,16
418,Xã Tiên Dược,16
421,Xã Việt Long,16
424,Xã Xuân Giang,16
427,Xã Mai Đình,16
430,Xã Đức Hoà,16
433,Xã Thanh Xuân,16
436,Xã Đông Xuân,16
439,Xã Kim Lũ,16
